Run_ID,Time_s,Throttle_Cmd,Ambient_C,RPM,CHT_C,EGT_C,Oil_Press_bar,Oil_Temp_C,Fuel_Flow_Lph,Vibration_g,Alternator_V,Fault_ID,Fault_Label
manual_Misfire_0,1.3,0.1249,14.91,2278.6196,69.2103,328.7884,5.0498,60.4557,10.2212,0.0169,13.6359,0,Healthy
manual_Misfire_0,1.4,0.1251,14.87,2305.2122,71.1,335.4076,5.0592,59.9024,10.3771,0.0025,13.6562,0,Healthy
manual_Misfire_0,1.5,0.1253,14.92,2285.521,70.6864,330.6725,5.0181,60.4398,10.1142,0.0182,13.7703,0,Healthy
manual_Misfire_0,1.6,0.1256,14.96,2330.1193,68.4823,329.7134,5.012,61.7363,9.7651,0.0261,13.8042,0,Healthy
manual_Misfire_0,1.7,0.1258,14.97,2343.3359,71.1997,336.4994,5.0482,61.6536,9.8369,0.0088,13.6828,0,Healthy
manual_Misfire_0,1.8,0.1261,14.94,2347.9527,73.0414,346.335,5.0176,59.207,10.2551,0.0147,13.7253,0,Healthy
manual_Misfire_0,1.9,0.1263,14.89,2375.4277,72.4051,337.1351,5.1202,61.5465,9.9882,0.0346,13.6562,0,Healthy
manual_Misfire_0,2.0,0.1265,14.96,2361.9162,71.9573,331.881,5.0752,60.958,11.1007,0.0166,13.7814,0,Healthy
manual_Misfire_0,2.1,0.1268,14.91,2353.7959,70.0516,337.9929,5.1262,60.9709,10.3739,0.0073,13.6927,0,Healthy
manual_Misfire_0,2.2,0.127,14.9,2377.6179,71.8902,339.4806,5.1892,59.9379,10.1511,0.0126,13.6631,0,Healthy
manual_Misfire_0,2.3,0.1273,14.85,2396.0822,74.4747,337.7967,5.0164,61.9713,10.1381,0.0225,13.6304,0,Healthy
manual_Misfire_0,2.4,0.1275,14.86,2394.6626,73.4771,345.1933,5.1153,60.7899,10.3259,0.0172,13.7019,0,Healthy
manual_Misfire_0,2.5,0.1277,14.85,2419.2728,69.6606,343.5368,5.1796,60.6111,10.1529,0.0271,13.7346,0,Healthy
manual_Misfire_0,2.6,0.128,14.91,2409.1,73.0152,345.063,5.1466,60.916,10.6338,0.0159,13.6633,0,Healthy
manual_Misfire_0,2.7,0.1282,14.87,2400.8462,71.0166,348.5187,5.2412,60.5176,10.3233,0.015,13.7085,0,Healthy
manual_Misfire_0,2.8,0.1285,14.81,2400.0951,71.173,349.0823,5.2231,61.392,9.8405,0.0215,13.7547,0,Healthy
manual_Misfire_0,2.9,0.1287,14.76,2415.357,71.0905,344.6584,5.2197,62.5598,10.2573,0.0177,13.6385,0,Healthy
manual_Misfire_0,3.0,0.1289,14.92,2456.1243,74.8137,347.4574,5.1794,60.3101,9.959,0.0196,13.6478,0,Healthy
manual_Misfire_0,3.1,0.1292,14.75,2430.861,70.3583,340.9251,5.1849,60.6138,10.7105,0.024,13.7693,0,Healthy
manual_Misfire_0,3.2,0.1294,14.76,2443.8557,72.3693,345.2797,5.1422,60.8443,10.3793,0.0177,13.7328,0,Healthy
manual_Misfire_0,3.3,0.1296,14.79,2433.5041,68.434,345.1303,5.2023,59.3311,10.1637,0.0044,13.6728,0,Healthy
manual_Misfire_0,3.4,0.1299,14.81,2410.7731,70.9238,349.0443,5.2623,61.5848,10.7754,0.0093,13.7378,0,Healthy
manual_Misfire_0,3.5,0.1301,14.84,2440.9721,70.5993,359.0729,5.2314,61.9889,10.4887,0.0222,13.6604,0,Healthy
manual_Misfire_0,3.6,0.1304,14.73,2436.7622,71.8202,355.1268,5.26,61.1368,9.7309,0.023,13.6855,0,Healthy
manual_Misfire_0,3.7,0.1306,14.69,2450.5425,71.9891,350.2936,5.3394,61.5736,10.1582,0.0223,13.75,0,Healthy
manual_Misfire_0,3.8,0.1308,14.7,2445.6569,73.067,346.1368,5.2173,61.3537,10.6968,0.0074,13.7326,0,Healthy
manual_Misfire_0,3.9,0.1311,14.72,2442.3989,73.9244,356.73,5.2809,61.0022,10.9305,0.0225,13.7837,0,Healthy
manual_Misfire_0,4.0,0.1313,14.77,2454.2027,70.555,357.562,5.2987,61.3811,10.772,0.002,13.7305,0,Healthy
manual_Misfire_0,4.1,0.1316,14.86,2490.6815,69.4769,358.0485,5.2166,61.7752,10.0188,0.0096,13.7446,0,Healthy
manual_Misfire_0,4.2,0.1318,14.79,2441.2464,75.1525,362.7322,5.2849,62.5586,10.535,0.0186,13.7309,0,Healthy
manual_Misfire_0,4.3,0.132,14.74,2478.3864,74.9383,363.1361,5.4132,62.8275,10.6666,0.0302,13.6864,0,Healthy
manual_Misfire_0,4.4,0.1323,14.85,2482.2197,71.1621,356.6066,5.2758,60.1874,10.2214,0.0345,13.7236,0,Healthy
manual_Misfire_0,4.5,0.1325,14.75,2476.611,72.2634,356.7566,5.313,62.4506,10.5344,0.0216,13.6244,0,Healthy
manual_Misfire_0,4.6,0.1328,14.74,2450.3268,73.0815,356.4704,5.2781,61.3274,10.8455,0.0317,13.6705,0,Healthy
manual_Misfire_0,4.7,0.133,14.72,2491.1629,71.6463,362.5105,5.3799,61.7604,10.7152,0.0339,13.7144,0,Healthy
manual_Misfire_0,4.8,0.1332,14.83,2459.8791,74.2109,361.9882,5.4678,60.237,10.1482,0.0238,13.7018,0,Healthy
manual_Misfire_0,4.9,0.1335,14.79,2469.6904,72.678,363.7042,5.336,60.3921,10.6189,0.0353,13.7158,0,Healthy
manual_Misfire_0,5.0,0.1337,14.77,2494.6366,73.5137,367.0995,5.2949,62.0307,10.0424,0.0138,13.6401,0,Healthy
manual_Misfire_0,5.1,0.134,14.81,2496.2819,70.4023,365.7364,5.3162,62.4041,10.3618,0.0202,13.6257,0,Healthy
manual_Misfire_0,5.2,0.1342,14.63,2505.4299,72.1641,359.4523,5.4377,62.0506,10.1662,0.0324,13.7518,0,Healthy
manual_Misfire_0,5.3,0.1344,14.76,2482.9655,74.4574,363.4343,5.3576,62.8042,10.935,0.0365,13.761,0,Healthy
manual_Misfire_0,5.4,0.1347,14.71,2485.8703,71.2854,360.1996,5.3187,60.7404,10.4823,0.0364,13.7653,0,Healthy
manual_Misfire_0,5.5,0.1349,14.74,2503.181,73.9288,366.5078,5.3797,61.3174,10.3935,0.0186,13.6597,0,Healthy
manual_Misfire_0,5.6,0.1352,14.62,2499.6651,73.8077,364.0082,5.4497,62.0871,10.7622,0.0271,13.7208,0,Healthy
manual_Misfire_0,5.7,0.1354,14.63,2480.5769,74.5751,367.2024,5.4011,60.5384,10.511,0.0283,13.7828,0,Healthy
manual_Misfire_0,5.8,0.1356,14.67,2475.4928,71.774,361.715,5.3732,62.373,10.4845,0.0216,13.6298,0,Healthy
manual_Misfire_0,5.9,0.1359,14.83,2466.5965,71.9798,369.1346,5.3013,60.7423,10.5343,0.0234,13.7135,0,Healthy
manual_Misfire_0,6.0,0.1361,14.69,2494.8532,74.9342,364.9653,5.4204,61.8899,10.735,0.0182,13.7533,0,Healthy
manual_Misfire_0,6.1,0.1364,14.65,2490.5574,72.8656,360.81,5.4384,61.2057,10.2144,0.0229,13.7052,0,Healthy
manual_Misfire_0,6.2,0.1366,14.62,2506.8282,74.2941,363.0653,5.3374,61.4696,10.5345,0.0149,13.6711,0,Healthy
manual_Misfire_0,6.3,0.1368,14.72,2512.7239,73.1655,362.8038,5.3867,61.9917,10.679,0.0077,13.6587,0,Healthy
manual_Misfire_0,6.4,0.1371,14.56,2500.0589,71.1068,364.9859,5.3592,62.1325,11.0324,0.0182,13.7099,0,Healthy
manual_Misfire_0,6.5,0.1373,14.75,2493.0379,73.3406,368.6003,5.4635,61.2931,11.0034,0.0091,13.7078,0,Healthy
manual_Misfire_0,6.6,0.1376,14.7,2512.4134,76.1619,369.5011,5.4051,61.9645,10.5189,0.0199,13.6863,0,Healthy
manual_Misfire_0,6.7,0.1378,14.6,2511.2668,72.8507,365.5213,5.3867,61.233,10.6146,0.0135,13.7053,0,Healthy
manual_Misfire_0,6.8,0.138,14.65,2528.6887,74.0463,372.8367,5.3094,62.1623,10.6144,0.021,13.7158,0,Healthy
manual_Misfire_0,6.9,0.1383,14.53,2502.3789,74.9943,378.2882,5.3634,62.2448,10.5438,0.0123,13.683,0,Healthy
manual_Misfire_0,7.0,0.1385,14.63,2517.2177,76.2472,374.2869,5.3883,62.3034,10.1933,0.0171,13.6281,0,Healthy
manual_Misfire_0,7.1,0.1388,14.68,2526.0533,73.9077,375.2201,5.3148,61.8291,10.6588,0.0182,13.6732,0,Healthy
manual_Misfire_0,7.2,0.139,14.66,2526.0878,74.0277,367.8825,5.4637,62.4063,10.826,0.029,13.6956,0,Healthy
manual_Misfire_0,7.3,0.1392,14.69,2492.2193,74.205,375.7089,5.3311,61.5283,10.625,0.0162,13.6034,0,Healthy
manual_Misfire_0,7.4,0.1395,14.7,2512.7362,74.3845,364.6674,5.4161,60.6733,10.3954,0.0386,13.7357,0,Healthy
manual_Misfire_0,7.5,0.1397,14.58,2506.7553,73.1551,371.2956,5.3762,62.4588,10.5173,0.0519,13.7494,0,Healthy
manual_Misfire_0,7.6,0.1399,14.58,2540.68,74.6324,371.0162,5.3045,61.8782,10.5315,0.0007,13.6685,0,Healthy
manual_Misfire_0,7.7,0.1402,14.53,2538.2824,72.4046,372.8471,5.4042,62.5947,10.2845,0.0039,13.7739,0,Healthy
manual_Misfire_0,7.8,0.1404,14.65,2529.4137,74.7533,367.1509,5.2758,62.1568,11.0016,0.0197,13.7731,0,Healthy
manual_Misfire_0,7.9,0.1407,14.5,2520.6587,73.5529,368.4426,5.3685,61.0208,10.7738,0.0224,13.6951,0,Healthy
manual_Misfire_0,8.0,0.1409,14.61,2530.3599,72.7875,370.933,5.3905,61.6079,10.6822,0.0074,13.717,0,Healthy
manual_Misfire_0,8.1,0.1411,14.49,2530.2499,74.3486,367.6395,5.4145,62.6455,10.8378,0.0205,13.808,0,Healthy
manual_Misfire_0,8.2,0.1414,14.61,2528.5035,72.3756,377.5385,5.3668,63.0434,10.9453,0.0266,13.6977,0,Healthy
manual_Misfire_0,8.3,0.1416,14.62,2535.0167,76.5773,373.9486,5.3268,62.8816,10.7491,0.0024,13.7134,0,Healthy
manual_Misfire_0,8.4,0.1419,14.56,2559.9617,74.9181,363.5514,5.3695,63.7498,10.5969,0.0219,13.7101,0,Healthy
manual_Misfire_0,8.5,0.1421,14.51,2537.0797,75.7566,378.1657,5.273,61.8327,10.9885,0.0313,13.7548,0,Healthy
manual_Misfire_0,8.6,0.1423,14.55,2518.639,75.1298,373.4095,5.4267,63.3781,10.8139,0.023,13.7913,0,Healthy
manual_Misfire_0,8.7,0.1426,14.59,2538.8909,73.4324,369.0426,5.4483,62.0365,11.2782,0.0074,13.7825,0,Healthy
manual_Misfire_0,8.8,0.1428,14.63,2527.4803,74.3606,375.2831,5.2721,62.6007,10.7352,0.0157,13.6479,0,Healthy
manual_Misfire_0,8.9,0.1431,14.63,2521.5454,75.4367,382.5906,5.3332,62.2738,10.2137,0.0185,13.7493,0,Healthy
manual_Misfire_0,9.0,0.1433,14.51,2548.1898,77.0999,374.5594,5.4528,61.5005,10.7246,0.0192,13.7267,0,Healthy
manual_Misfire_0,9.1,0.1435,14.48,2519.5972,74.8831,374.4812,5.4223,62.3062,10.8844,0.0258,13.7856,0,Healthy
manual_Misfire_0,9.2,0.1438,14.54,2526.163,75.3404,371.2195,5.3334,62.9236,10.7259,0.0262,13.6386,0,Healthy
manual_Misfire_0,9.3,0.144,14.59,2519.8085,75.3177,377.4844,5.3999,61.014,10.6488,0.0447,13.7097,0,Healthy
manual_Misfire_0,9.4,0.1443,14.47,2547.8914,77.2671,377.5422,5.3805,62.535,10.6392,0.0023,13.7377,0,Healthy
manual_Misfire_0,9.5,0.1445,14.59,2509.1905,76.7625,380.2527,5.3927,62.2732,11.3307,0.0092,13.7716,0,Healthy
manual_Misfire_0,9.6,0.1447,14.55,2541.3477,74.7654,379.6867,5.2896,62.3707,11.0066,0.0145,13.7577,0,Healthy
manual_Misfire_0,9.7,0.145,14.47,2542.9968,76.2797,376.3953,5.3229,62.0458,11.047,0.021,13.7745,0,Healthy
manual_Misfire_0,9.8,0.1452,14.64,2548.9959,74.3607,378.0942,5.4634,62.0128,10.595,0.0283,13.7313,0,Healthy
manual_Misfire_0,9.9,0.1455,14.47,2544.8478,73.4886,373.8988,5.4052,62.8154,10.6168,0.0327,13.695,0,Healthy
manual_Misfire_0,10.0,0.1457,14.53,2553.6064,74.4936,367.3689,5.4446,62.2295,10.2656,0.0304,13.6651,0,Healthy
manual_Misfire_0,10.1,0.1459,14.48,2526.8536,73.7215,379.9029,5.425,62.4002,10.968,0.0146,13.7232,0,Healthy
manual_Misfire_0,10.2,0.1462,14.49,2500.5995,76.848,380.9072,5.4096,63.4556,10.69,0.0033,13.7475,0,Healthy
manual_Misfire_0,10.3,0.1464,14.46,2517.6451,72.4001,377.6258,5.4109,62.4996,10.9064,0.0218,13.6791,0,Healthy
manual_Misfire_0,10.4,0.1467,14.43,2553.3531,74.2703,372.2694,5.4018,61.6252,11.064,0.0144,13.6683,0,Healthy
manual_Misfire_0,10.5,0.1469,14.51,2551.7402,73.8479,380.0811,5.4606,62.371,10.6898,0.0203,13.7564,0,Healthy
manual_Misfire_0,10.6,0.1471,14.38,2573.2489,72.9629,375.311,5.2594,62.2396,10.9492,0.0258,13.7481,0,Healthy
manual_Misfire_0,10.7,0.1474,14.41,2563.5627,74.6834,377.1933,5.531,64.8291,10.8277,0.0173,13.7364,0,Healthy
manual_Misfire_0,10.8,0.1476,14.4,2577.1742,72.7428,383.8599,5.387,62.3944,11.0576,0.0216,13.6971,0,Healthy
manual_Misfire_0,10.9,0.1479,14.38,2536.4749,75.253,382.9575,5.4377,61.8488,11.1373,0.0227,13.7577,0,Healthy
manual_Misfire_0,11.0,0.1481,14.39,2546.1495,75.1997,374.7453,5.3278,63.6172,11.0904,0.0291,13.7584,0,Healthy
manual_Misfire_0,11.1,0.1483,14.38,2534.1854,75.2143,376.8064,5.3406,62.1569,10.6214,0.0409,13.7021,0,Healthy
manual_Misfire_0,11.2,0.1486,14.43,2557.4321,76.4756,380.7893,5.3183,63.1376,10.8963,0.0128,13.7253,0,Healthy
manual_Misfire_0,11.3,0.1488,14.51,2578.9947,75.3556,372.6806,5.3379,62.4812,11.3696,0.0233,13.7975,0,Healthy
manual_Misfire_0,11.4,0.1491,14.43,2534.3165,75.7844,382.7456,5.2741,63.2798,10.8712,0.0258,13.7138,0,Healthy
manual_Misfire_0,11.5,0.1493,14.46,2573.2098,76.3236,374.2715,5.392,63.0793,10.9536,0.0108,13.7925,0,Healthy
manual_Misfire_0,11.6,0.1495,14.49,2550.3261,76.1958,387.1182,5.4225,64.5395,10.8067,0.009,13.6439,0,Healthy
manual_Misfire_0,11.7,0.1498,14.39,2553.2803,75.3495,379.871,5.4114,64.1695,11.1495,0.0032,13.6973,0,Healthy
manual_Misfire_0,11.8,0.15,14.43,2554.9892,78.0673,381.0342,5.3169,62.1525,10.2937,0.028,13.6872,0,Healthy
manual_Misfire_0,11.9,0.1502,14.46,2574.2583,74.4849,379.6858,5.3944,62.2125,10.7783,0.0093,13.8496,0,Healthy
manual_Misfire_0,12.0,0.1505,14.45,2557.2969,77.3684,379.4229,5.3291,62.6842,11.3617,0.0102,13.6828,0,Healthy
manual_Misfire_0,12.1,0.1507,14.37,2544.8138,73.0964,373.7026,5.3955,61.9898,10.7793,0.022,13.7675,0,Healthy
manual_Misfire_0,12.2,0.151,14.36,2540.5305,76.3068,383.2406,5.3381,64.6611,10.8916,0.022,13.7058,0,Healthy
manual_Misfire_0,12.3,0.1512,14.29,2563.3252,75.9568,381.5846,5.3622,63.4491,10.9237,0.0274,13.716,0,Healthy
manual_Misfire_0,12.4,0.1514,14.37,2573.2599,75.6135,380.2158,5.457,61.9226,11.1667,0.0043,13.7414,0,Healthy
manual_Misfire_0,12.5,0.1517,14.3,2543.0668,77.4852,387.5696,5.3606,63.1116,11.1876,0.0295,13.6563,0,Healthy
manual_Misfire_0,12.6,0.1519,14.27,2532.6863,75.4979,381.9236,5.3353,63.5374,10.8813,0.0328,13.7915,0,Healthy
manual_Misfire_0,12.7,0.1522,14.28,2588.4803,75.4985,384.4268,5.4117,61.8062,11.7591,0.024,13.7695,0,Healthy
manual_Misfire_0,12.8,0.1524,14.49,2532.5277,76.4535,386.5461,5.3762,62.4813,10.219,0.0239,13.7035,0,Healthy
manual_Misfire_0,12.9,0.1526,14.27,2557.83,78.631,385.4824,5.3656,64.083,10.8993,0.0119,13.6948,0,Healthy
manual_Misfire_0,13.0,0.1529,14.32,2562.3066,76.3993,387.0146,5.3406,63.4846,10.6705,0.0292,13.6734,0,Healthy
manual_Misfire_0,13.1,0.1531,14.31,2589.9047,75.5273,388.4056,5.3843,63.4483,11.4746,0.0145,13.764,0,Healthy
manual_Misfire_0,13.2,0.1534,14.31,2545.9285,75.302,382.7265,5.4736,63.7575,11.8237,0.0155,13.7844,0,Healthy
manual_Misfire_0,13.3,0.1536,14.3,2561.3244,77.8098,373.6493,5.4872,63.0453,11.1437,0.0136,13.6865,0,Healthy
manual_Misfire_0,13.4,0.1538,14.3,2584.3509,75.8144,388.2232,5.3889,61.4214,10.9283,0.033,13.7187,0,Healthy
manual_Misfire_0,13.5,0.1541,14.33,2570.2199,76.9945,391.2225,5.3711,63.3197,11.1499,0.0184,13.6454,0,Healthy
manual_Misfire_0,13.6,0.1543,14.42,2578.4671,78.1295,388.5147,5.3612,64.3761,10.6416,0.0271,13.7143,0,Healthy
manual_Misfire_0,13.7,0.1546,14.31,2575.4395,75.6766,383.9132,5.302,63.4793,11.527,0.0222,13.7078,0,Healthy
manual_Misfire_0,13.8,0.1548,14.35,2587.926,78.5287,378.4472,5.3742,62.7207,11.3217,0.0105,13.7496,0,Healthy
manual_Misfire_0,13.9,0.155,14.23,2579.0831,78.0675,380.142,5.337,62.9967,11.112,0.0218,13.6645,0,Healthy
manual_Misfire_0,14.0,0.1553,14.3,2568.2623,77.4394,389.4136,5.3659,62.9319,11.0992,0.0084,13.725,0,Healthy
manual_Misfire_0,14.1,0.1555,14.28,2579.2872,76.0765,387.0851,5.3972,63.809,11.116,0.0164,13.6488,0,Healthy
manual_Misfire_0,14.2,0.1558,14.33,2570.3311,75.7314,379.8558,5.4488,63.2564,11.1288,0.0226,13.6832,0,Healthy
manual_Misfire_0,14.3,0.156,14.3,2584.3926,77.4953,382.5806,5.3056,63.8235,11.2794,0.0162,13.7538,0,Healthy
manual_Misfire_0,14.4,0.1562,14.27,2576.198,77.6064,386.1116,5.3053,63.4713,11.9227,0.0245,13.7398,0,Healthy
manual_Misfire_0,14.5,0.1565,14.35,2586.4874,77.7333,385.4556,5.3541,64.0435,11.2277,0.0297,13.73,0,Healthy
manual_Misfire_0,14.6,0.1567,14.24,2574.8866,76.4165,382.4144,5.2837,64.2387,11.231,0.0277,13.6613,0,Healthy
manual_Misfire_0,14.7,0.157,14.26,2581.4466,78.6499,381.4802,5.3197,64.0824,11.2038,0.0191,13.7629,0,Healthy
manual_Misfire_0,14.8,0.1572,14.32,2583.2331,78.0055,383.4602,5.4017,63.4503,11.1045,0.0089,13.776,0,Healthy
manual_Misfire_0,14.9,0.1574,14.39,2562.3044,76.9994,382.7911,5.4873,63.8924,11.6316,0.0297,13.8114,0,Healthy
manual_Misfire_0,15.0,0.1577,14.21,2610.1387,77.5874,382.4375,5.4439,64.0362,11.5776,0.008,13.6306,0,Healthy
manual_Misfire_0,15.1,0.1579,14.25,2569.6232,76.7457,385.5406,5.4253,64.7782,11.9026,0.0034,13.6373,0,Healthy
manual_Misfire_0,15.2,0.1582,14.26,2581.7736,78.8655,386.918,5.4034,63.4465,11.493,0.0349,13.7076,0,Healthy
manual_Misfire_0,15.3,0.1584,14.24,2576.585,76.7529,391.9683,5.378,63.2845,11.1362,0.016,13.7432,0,Healthy
manual_Misfire_0,15.4,0.1586,14.11,2601.3375,78.1324,390.7789,5.3165,63.6306,11.2573,0.0122,13.7599,0,Healthy
manual_Misfire_0,15.5,0.1589,14.21,2596.077,77.775,383.7525,5.4353,64.6949,11.085,0.0227,13.7224,0,Healthy
manual_Misfire_0,15.6,0.1591,14.2,2599.1862,81.2482,387.6743,5.4475,65.5906,11.0826,0.0405,13.7841,0,Healthy
manual_Misfire_0,15.7,0.1594,14.29,2570.3177,77.8096,387.7979,5.3644,63.9904,10.9528,0.0099,13.7151,0,Healthy
manual_Misfire_0,15.8,0.1596,14.1,2600.3709,80.0761,389.7449,5.3085,63.8621,11.4012,0.0279,13.6941,0,Healthy
manual_Misfire_0,15.9,0.1598,14.14,2595.8858,79.5884,384.3362,5.3842,65.5905,11.0671,0.019,13.7288,0,Healthy
manual_Misfire_0,16.0,0.1601,14.12,2609.5124,80.2157,381.9081,5.2685,63.9072,11.4626,0.0148,13.794,0,Healthy
manual_Misfire_0,16.1,0.1603,14.18,2612.5375,78.53,382.5928,5.3527,64.1294,10.8486,0.0195,13.7423,0,Healthy
manual_Misfire_0,16.2,0.1605,14.12,2583.8704,75.4981,389.881,5.4164,64.0937,11.8011,0.0106,13.8014,0,Healthy
manual_Misfire_0,16.3,0.1608,14.15,2595.7917,74.178,382.7587,5.3952,64.7842,11.2084,0.01,13.7855,0,Healthy
manual_Misfire_0,16.4,0.161,14.13,2596.3384,76.0844,381.3474,5.2882,63.6105,11.3515,0.0191,13.6249,0,Healthy
manual_Misfire_0,16.5,0.1613,14.17,2584.9401,76.0156,384.2175,5.256,64.3606,11.2038,0.0209,13.7113,0,Healthy
manual_Misfire_0,16.6,0.1615,14.24,2599.4597,79.5379,387.9792,5.4299,64.1841,11.58,0.014,13.8246,0,Healthy
manual_Misfire_0,16.7,0.1617,14.09,2618.1201,78.2238,380.7276,5.2866,63.3323,11.3766,0.0152,13.7467,0,Healthy
manual_Misfire_0,16.8,0.162,14.26,2612.1371,79.8927,388.9509,5.2699,65.1536,11.3716,0.0217,13.6777,0,Healthy
manual_Misfire_0,16.9,0.1622,14.15,2623.9291,76.4696,388.3091,5.4933,64.2534,11.8456,0.0213,13.7254,0,Healthy
manual_Misfire_0,17.0,0.1625,14.15,2615.8656,78.2052,395.529,5.3848,63.9619,11.1342,0.03,13.8476,0,Healthy
manual_Misfire_0,17.1,0.1627,14.19,2597.8293,75.5788,383.5266,5.3855,63.906,11.5273,0.0309,13.8049,0,Healthy
manual_Misfire_0,17.2,0.1629,14.09,2600.7863,76.937,382.2566,5.3808,63.4237,11.2036,0.0322,13.8069,0,Healthy
manual_Misfire_0,17.3,0.1632,14.13,2604.2886,80.5614,390.6407,5.3701,64.9292,11.4415,0.0049,13.7805,0,Healthy
manual_Misfire_0,17.4,0.1634,14.14,2596.9565,80.6156,395.4411,5.2889,65.0535,11.5662,0.0185,13.761,0,Healthy
manual_Misfire_0,17.5,0.1637,14.08,2641.6159,79.9225,385.5824,5.4263,63.1925,11.5391,0.0086,13.801,0,Healthy
manual_Misfire_0,17.6,0.1639,14.13,2603.605,80.8925,389.9832,5.4087,63.2102,11.2633,0.0372,13.6761,0,Healthy
manual_Misfire_0,17.7,0.1641,14.02,2599.9572,79.7477,387.9285,5.4041,64.7639,11.9801,0.014,13.7757,0,Healthy
manual_Misfire_0,17.8,0.1644,14.07,2615.2675,79.4919,393.2706,5.3988,64.8359,11.2998,0.0019,13.7511,0,Healthy
manual_Misfire_0,17.9,0.1646,14.12,2614.2208,76.3858,393.0199,5.3412,63.3078,11.5113,0.0217,13.8214,0,Healthy
manual_Misfire_0,18.0,0.1649,14.2,2608.7095,78.6679,390.7584,5.4032,64.611,11.1211,0.006,13.6803,0,Healthy
manual_Misfire_0,18.1,0.1651,14.16,2622.1046,80.2377,384.5765,5.3642,62.7558,11.6086,0.0222,13.7867,0,Healthy
manual_Misfire_0,18.2,0.1653,14.01,2596.0326,82.1431,390.0675,5.5082,63.7904,11.5368,0.0295,13.7348,0,Healthy
manual_Misfire_0,18.3,0.1656,14.07,2640.4349,79.4064,390.2592,5.3315,63.4031,11.7259,0.01,13.6553,0,Healthy
manual_Misfire_0,18.4,0.1658,14.08,2612.7341,76.1792,391.1733,5.3702,64.3451,11.5885,0.025,13.72,0,Healthy
manual_Misfire_0,18.5,0.1661,13.96,2636.0434,77.5904,387.2266,5.345,63.3155,11.343,0.024,13.7616,0,Healthy
manual_Misfire_0,18.6,0.1663,14.13,2610.4276,80.1914,384.1685,5.3902,64.8706,11.8213,0.0296,13.8181,0,Healthy
manual_Misfire_0,18.7,0.1665,14.08,2605.7245,79.5355,378.3913,5.3942,64.2085,11.5714,0.0187,13.7749,0,Healthy
manual_Misfire_0,18.8,0.1668,14.07,2619.7634,79.8615,394.0868,5.3541,65.1551,11.6788,0.0184,13.762,0,Healthy
manual_Misfire_0,18.9,0.167,14.0,2624.2206,79.0364,383.6141,5.4513,66.4441,12.1565,0.0027,13.7153,0,Healthy
manual_Misfire_0,19.0,0.1673,14.07,2632.8561,82.0662,394.9009,5.43,64.6224,12.0126,0.0224,13.7486,0,Healthy
manual_Misfire_0,19.1,0.1675,14.06,2603.5595,81.3946,392.8368,5.3233,64.7541,11.1375,0.0208,13.7876,0,Healthy
manual_Misfire_0,19.2,0.1677,14.12,2616.6562,80.0871,394.6318,5.3386,65.2009,11.4964,0.0286,13.8132,0,Healthy
manual_Misfire_0,19.3,0.168,13.97,2613.3957,78.1022,387.3729,5.3285,64.1019,12.1394,0.003,13.7482,0,Healthy
manual_Misfire_0,19.4,0.1682,13.96,2632.6961,81.7634,392.902,5.3745,63.9142,11.7905,0.0064,13.7728,0,Healthy
manual_Misfire_0,19.5,0.1685,14.04,2622.4996,79.4542,387.3726,5.346,64.9257,11.2932,0.005,13.6639,0,Healthy
